tab delimited	contribution																																		
id	version	timestamp	contributor	data_model_version	reference	description																													
17114	2	2021-04-22T00:16:27.735Z	@najmagic	3	10.1130/L580.1	"Added geologic_classes, lithologies, and ages to the locations table. Fix other ages problems. Fix other data formatting issues.  Added other required columns. "																													
>>>>>>>>>>																																			
tab delimited	locations																																		
location	location_type	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age_low	age_high	age_unit																								
SLB20.4a	SLB20.4	SLB20.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	130.9	11.6	12	mag	2	2.8	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.4a	SLB20.4	SLB20.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	129.8	13.1	8	hem	2	1.4	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.4a	SLB20.4	SLB20.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	291.8	36.6	12	mag	2	2.8	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.4a	SLB20.4	SLB20.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	289.6	36.9	8	hem	2	1.4	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.4a	SLB20.4	SLB20.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	285.1	52.2	12	mag	2	2.8	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.4a	SLB20.4	SLB20.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	282.1	52.2	8	hem	2	1.4	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.5a	SLB20.5	SLB20.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	139	13.4	8	hem	2	1.1	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.5a	SLB20.5	SLB20.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	140.4	13.7	11	mag	2	4.8	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.5a	SLB20.5	SLB20.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	298.6	35.2	8	hem	2	1.1	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.5a	SLB20.5	SLB20.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	300	36.1	11	mag	2	4.8	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.5a	SLB20.5	SLB20.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	294.2	51.6	8	hem	2	1.1	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.5a	SLB20.5	SLB20.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	296	52.6	11	mag	2	4.8	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.6a	SLB20.6	SLB20.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	166.8	20.3	12	mag	2	4.8	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.6a	SLB20.6	SLB20.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	164.6	23	8	hem	2	1.4	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.6a	SLB20.6	SLB20.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	284.4	32	12	mag	2	4.8	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.6a	SLB20.6	SLB20.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	281.7	34.6	8	hem	2	1.4	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.6a	SLB20.6	SLB20.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	277.1	46.6	12	mag	2	4.8	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.6a	SLB20.6	SLB20.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	273.1	48.6	8	hem	2	1.4	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.7a	SLB20.7	SLB20.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	259.8	35	12	mag	2	4.2	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.7a	SLB20.7	SLB20.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	260.7	35.4	8	hem	2	0.9	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.7a	SLB20.7	SLB20.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	291.4	35.8	12	mag	2	4.2	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.7a	SLB20.7	SLB20.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	292.4	35.8	8	hem	2	0.9	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.7a	SLB20.7	SLB20.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	284.8	51.4	12	mag	2	4.2	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.7a	SLB20.7	SLB20.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	286.1	51.5	8	hem	2	0.9	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.8a	SLB20.8	SLB20.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	319.5	52.4	8	hem	2	1.2	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.8a	SLB20.8	SLB20.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	317.7	51.7	12	mag	2	1.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.8a	SLB20.8	SLB20.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	291.4	36.7	8	hem	2	1.2	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.8a	SLB20.8	SLB20.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	289.8	36.3	12	mag	2	1.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.8a	SLB20.8	SLB20.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	284.5	52.3	8	hem	2	1.2	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB20.8a	SLB20.8	SLB20.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	282.6	51.7	12	mag	2	1.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.1a	SLB21.1	SLB21.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	262.7	29.3	8	hem	2	2.3	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.1a	SLB21.1	SLB21.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	264.4	28.6	12	mag	2	3.1	0.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.1a	SLB21.1	SLB21.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	291.9	30.1	8	hem	2	2.3	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.1a	SLB21.1	SLB21.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	293.2	29	12	mag	2	3.1	0.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.1a	SLB21.1	SLB21.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	286.7	45.8	8	hem	2	2.3	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.1a	SLB21.1	SLB21.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	288.6	44.9	12	mag	2	3.1	0.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.2a	SLB21.2	SLB21.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	254.9	33.6	12	mag	2	10.1	3.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.2a	SLB21.2	SLB21.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	249.5	32.2	8	hem	2	0.5	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.2a	SLB21.2	SLB21.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	282.4	36.4	12	mag	2	10.1	3.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.2a	SLB21.2	SLB21.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	276.7	37.5	8	hem	2	0.5	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.2a	SLB21.2	SLB21.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	273.2	50.5	12	mag	2	10.1	3.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.2a	SLB21.2	SLB21.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	265.9	50.5	8	hem	2	0.5	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.3a	SLB21.3	SLB21.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	354.8	64.5	11	mag	2	8.7	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.3a	SLB21.3	SLB21.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	351.8	63.8	8	hem	2	0.4	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.3a	SLB21.3	SLB21.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	285.4	29.5	11	mag	2	8.7	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.3a	SLB21.3	SLB21.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	283.9	29	8	hem	2	0.4	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.3a	SLB21.3	SLB21.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	279	44.3	11	mag	2	8.7	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.3a	SLB21.3	SLB21.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	277.4	43.6	8	hem	2	0.4	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.4a	SLB21.4	SLB21.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	8.4	61.7	8	hem	2	0.7	1.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.4a	SLB21.4	SLB21.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	6.6	62.9	12	mag	2	4.1	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.4a	SLB21.4	SLB21.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	289.5	28.9	8	hem	2	0.7	1.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.4a	SLB21.4	SLB21.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	288.5	30	12	mag	2	4.1	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.4a	SLB21.4	SLB21.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	284.1	44.3	8	hem	2	0.7	1.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.4a	SLB21.4	SLB21.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	282.6	45.2	12	mag	2	4.1	2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.5a	SLB21.5	SLB21.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	30.9	41.4	8	hem	2	0.4	1.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.5a	SLB21.5	SLB21.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	33.8	41.7	11	mag	2	12.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.5a	SLB21.5	SLB21.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	285.9	28.2	8	hem	2	0.4	1.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.5a	SLB21.5	SLB21.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	288.3	28.8	11	mag	2	12.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.5a	SLB21.5	SLB21.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	279.9	43.1	8	hem	2	0.4	1.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.5a	SLB21.5	SLB21.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	282.6	44.1	11	mag	2	12.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.6a	SLB21.6	SLB21.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	284.9	63.9	12	mag	2	7.6	3.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.6a	SLB21.6	SLB21.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	282.9	60.3	8	hem	2	0.3	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.6a	SLB21.6	SLB21.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	299.5	30.2	12	mag	2	7.6	3.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.6a	SLB21.6	SLB21.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	295.4	29.1	8	hem	2	0.3	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.6a	SLB21.6	SLB21.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	296.2	46.7	12	mag	2	7.6	3.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.6a	SLB21.6	SLB21.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	291.2	45.2	8	hem	2	0.3	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.7a	SLB21.7	SLB21.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	306.6	45.2	12	mag	2	12.4	2.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.7a	SLB21.7	SLB21.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	303	42.9	8	hem	2	0.9	2.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.7a	SLB21.7	SLB21.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	296	26.2	12	mag	2	12.4	2.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.7a	SLB21.7	SLB21.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	292.3	25.2	8	hem	2	0.9	2.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.7a	SLB21.7	SLB21.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	292.4	42.4	12	mag	2	12.4	2.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.7a	SLB21.7	SLB21.7a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	288.1	41	8	hem	2	0.9	2.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.8a	SLB21.8	SLB21.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	322.2	53.7	8	hem	2	0.5	2.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.8a	SLB21.8	SLB21.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	319.7	54.7	11	mag	2	12.2	0.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.8a	SLB21.8	SLB21.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	289.1	26.8	8	hem	2	0.5	2.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.8a	SLB21.8	SLB21.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	287.9	28.2	11	mag	2	12.2	0.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.8a	SLB21.8	SLB21.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	284	42.1	8	hem	2	0.5	2.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB21.8a	SLB21.8	SLB21.8a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	282.3	43.4	11	mag	2	12.2	0.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.1a	SLB22.1	SLB22.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	77.2	49	12	mag	2	2.7	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.1a	SLB22.1	SLB22.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	77.6	49.6	8	hem	2	2.5	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.1a	SLB22.1	SLB22.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	290.2	33.6	12	mag	2	2.7	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.1a	SLB22.1	SLB22.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	290	34.2	8	hem	2	2.5	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.1a	SLB22.1	SLB22.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	283.8	49.1	12	mag	2	2.7	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.1a	SLB22.1	SLB22.1a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	283.4	49.6	8	hem	2	2.5	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.2a	SLB22.2	SLB22.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	90.7	40.8	12	mag	2	1.9	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.2a	SLB22.2	SLB22.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	91.1	41	8	hem	2	1.4	1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.2a	SLB22.2	SLB22.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	285.8	35.2	12	mag	2	1.9	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.2a	SLB22.2	SLB22.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	285.9	35.5	8	hem	2	1.4	1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.2a	SLB22.2	SLB22.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	277.8	49.9	12	mag	2	1.9	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.2a	SLB22.2	SLB22.2a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	278	50.3	8	hem	2	1.4	1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.3a	SLB22.3	SLB22.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	155.4	19.1	8	hem	2	1.5	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.3a	SLB22.3	SLB22.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	151.6	16.9	12	mag	2	4.7	3.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.3a	SLB22.3	SLB22.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	285.5	37	8	hem	2	1.5	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.3a	SLB22.3	SLB22.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	281.7	34.2	12	mag	2	4.7	3.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.3a	SLB22.3	SLB22.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	276.9	51.6	8	hem	2	1.5	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.3a	SLB22.3	SLB22.3a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	273.2	48.2	12	mag	2	4.7	3.8	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.4a	SLB22.4	SLB22.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	128.8	0.7	12	mag	2	4.1	2.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.4a	SLB22.4	SLB22.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	129.9	1.7	8	hem	2	0.6	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.4a	SLB22.4	SLB22.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	288.7	31	12	mag	2	4.1	2.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.4a	SLB22.4	SLB22.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	288.7	32.4	8	hem	2	0.6	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.4a	SLB22.4	SLB22.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	282.7	46.3	12	mag	2	4.1	2.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.4a	SLB22.4	SLB22.4a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	282.3	47.7	8	hem	2	0.6	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.5a	SLB22.5	SLB22.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	88.2	32.3	12	mag	2	6	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.5a	SLB22.5	SLB22.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	88.1	33.9	8	hem	2	2.3	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.5a	SLB22.5	SLB22.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	283.8	31.1	12	mag	2	6	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.5a	SLB22.5	SLB22.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	283.2	32.6	8	hem	2	2.3	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.5a	SLB22.5	SLB22.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	276.6	45.6	12	mag	2	6	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.5a	SLB22.5	SLB22.5a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	275.5	47	8	hem	2	2.3	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.6a	SLB22.6	SLB22.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	325.2	38.4	8	hem	2	2.1	1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.6a	SLB22.6	SLB22.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	322.5	36.7	12	mag	2	4.8	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.6a	SLB22.6	SLB22.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	289.9	35.1	8	hem	2	2.1	1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.6a	SLB22.6	SLB22.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	287.2	33.5	12	mag	2	4.8	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0																	
SLB22.6a	SLB22.6	SLB22.6a_LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	283	50.4	8	hem	2	2.1	1	u	pmagpy-3.4.1: demag_gui.v.3.0																	
